"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year "|" Citation"|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.2||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.2||NR||NR|||g/eu|Not reported||21||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.5||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.5||NR||NR|||g/eu|Not reported||3||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.2||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.2||NR||NR|||g/eu|Not reported||21||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.5||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.5||NR||NR|||g/eu|Not reported||7||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.2||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.2||NR||NR|||g/eu|Not reported||7||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.2||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.2||NR||NR|||g/eu|Not reported||21||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.5||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.5||NR||NR|||g/eu|Not reported||14||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.2||NR||NR|g/eu|||||||||||||||||Population|Abundance|LOEL||1.2||NR||NR|||g/eu|Not reported||21||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.2||NR||NR|g/eu|||||||||||||||||Population|Abundance|NOEL||1.2||NR||NR|||g/eu|Not reported||7||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.5||NR||NR|g/eu|||||||||||||||||Population|Abundance|NOEL||1.5||NR||NR|||g/eu|Not reported||3||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.5||NR||NR|g/eu|||||||||||||||||Population|Abundance|NOEL||1.5||NR||NR|||g/eu|Not reported||14||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.2||NR||NR|g/eu|||||||||||||||||Population|Abundance|NOEL||1.2||NR||NR|||g/eu|Not reported||3||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phyllocnistis citrella|Citrus Leafminer|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, ground|Not reported|Field natural|3|Formulation||1.5||NR||NR|g/eu|||||||||||||||||Population|Abundance|NOEL||1.5||NR||NR|||g/eu|Not reported||7||NR||NR|Day(s)|Ali,A.E., and A.E. Ali|184048|Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan|Iraqi J. Agric. Sci.49(4): 617-622|2018|Ali,A.E., and A.E. Ali (2018). Effectiveness of Four Insecticides to Control Citrus Leafminer (Phyllocnstis citrella Stainton) (Lepidoptera: Gracillaridae) on Orange Trees at River Nile State, Sudan. Iraqi J. Agric. Sci., 49, (4), 617-622. ECOREF#:184048|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phylloneta impressa|Weaver Spider|Insects/Spiders|Nymph||1||NR||NR|Instar|Surface area dose|No substrate|Lab|3|Formulation||178.5||NR||NR|ng/cm2|||||||||||||||||Behavior|Web-building|LOEL||178.5||NR||NR|||ng/cm2|Not reported||1||NR||NR|Day(s)|Rezac,M., V. Rezacova, and P. Heneberg|183892|Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal|Sci. Rep.9:10 p.|2019|Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phylloneta impressa|Weaver Spider|Insects/Spiders|Nymph||1||NR||NR|Instar|Surface area dose|No substrate|Lab|3|Formulation||178.5||NR||NR|ng/cm2|||||||||||||||||Behavior|Web-building|LOEL||178.5||NR||NR|||ng/cm2|Not reported||.0417||NR||NR|Day(s)|Rezac,M., V. Rezacova, and P. Heneberg|183892|Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal|Sci. Rep.9:10 p.|2019|Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phylloneta impressa|Weaver Spider|Insects/Spiders|Nymph||1||NR||NR|Instar|Environmental, unspecified|No substrate|Lab|3|Formulation||210||NR||NR|ng/cm2|||||||||||||||||Behavior|Web-building|NOEL||210||NR||NR|||ng/cm2|Not reported||1||NR||NR|Day(s)|Rezac,M., V. Rezacova, and P. Heneberg|183892|Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal|Sci. Rep.9:10 p.|2019|Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phylloneta impressa|Weaver Spider|Insects/Spiders|Nymph||1||NR||NR|Instar|Environmental, unspecified|No substrate|Lab|3|Formulation||210||NR||NR|ng/cm2|||||||||||||||||Behavior|Web-building|NOEL||210||NR||NR|||ng/cm2|Not reported||.0417||NR||NR|Day(s)|Rezac,M., V. Rezacova, and P. Heneberg|183892|Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal|Sci. Rep.9:10 p.|2019|Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phytoseiulus persimilis|Chilean Predatory Mite|Insects/Spiders|Adult||NR||NR||NR|Not reported|Spray, unspecified|Litter|Lab|4|Active ingredient||0.0525||NR||NR|AI kg/ha|||||||||||||||||Reproduction|Progeny counts/numbers|LOEL||0.0525||NR||NR|||AI kg/ha|Not reported||3||NR||NR|Day(s)|Ditillo,J.L., G.G. Kennedy, and J.F. Walgenbach|175863|Effects of Insecticides and Fungicides Commonly Used in Tomato Production on Phytoseiulus persimilis (Acari: Phtyoseiidae)|J. Econ. Entomol.109(6): 2298-2308|2016|Ditillo,J.L., G.G. Kennedy, and J.F. Walgenbach (2016). Effects of Insecticides and Fungicides Commonly Used in Tomato Production on Phytoseiulus persimilis (Acari: Phtyoseiidae). J. Econ. Entomol., 109, (6), 2298-2308. doi:10.1093/jee/tow234. ECOREF#:175863|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phytoseiulus persimilis|Chilean Predatory Mite|Insects/Spiders|Adult||NR||NR||NR|Not reported|Spray, unspecified|Litter|Lab|4|Active ingredient||0.02625||NR||NR|AI kg/ha|||||||||||||||||Reproduction|Progeny counts/numbers|NOEL||0.02625||NR||NR|||AI kg/ha|Not reported||3||NR||NR|Day(s)|Ditillo,J.L., G.G. Kennedy, and J.F. Walgenbach|175863|Effects of Insecticides and Fungicides Commonly Used in Tomato Production on Phytoseiulus persimilis (Acari: Phtyoseiidae)|J. Econ. Entomol.109(6): 2298-2308|2016|Ditillo,J.L., G.G. Kennedy, and J.F. Walgenbach (2016). Effects of Insecticides and Fungicides Commonly Used in Tomato Production on Phytoseiulus persimilis (Acari: Phtyoseiidae). J. Econ. Entomol., 109, (6), 2298-2308. doi:10.1093/jee/tow234. ECOREF#:175863|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Phytoseiulus persimilis|Chilean Predatory Mite|Insects/Spiders|Adult||NR||NR||NR|Not reported|Spray, unspecified|Litter|Lab|4|Active ingredient||0.0525||NR||NR|AI kg/ha|||||||||||||||||Mortality|Survival|NOEL||0.0525||NR||NR|||AI kg/ha|Not reported||3||NR||NR|Day(s)|Ditillo,J.L., G.G. Kennedy, and J.F. Walgenbach|175863|Effects of Insecticides and Fungicides Commonly Used in Tomato Production on Phytoseiulus persimilis (Acari: Phtyoseiidae)|J. Econ. Entomol.109(6): 2298-2308|2016|Ditillo,J.L., G.G. Kennedy, and J.F. Walgenbach (2016). Effects of Insecticides and Fungicides Commonly Used in Tomato Production on Phytoseiulus persimilis (Acari: Phtyoseiidae). J. Econ. Entomol., 109, (6), 2298-2308. doi:10.1093/jee/tow234. ECOREF#:175863|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Platynus assimilis|Ground Beetle|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Food|Filter paper|Lab|7|Formulation||114.5||73.6||192.5|ng/g bdwt|||||||||||||||||Mortality|Mortality|LD50||114.5||73.6||192.5|||ng/g bdwt|Not reported||4||NR||NR|Day(s)|Tooming,E., E. Merivee, A. Must, M.I. Merivee, I. Sibul, K. Nurme, and I.H. Williams|183705|Behavioural Effects of the Neonicotinoid Insecticide Thiamethoxam on the Predatory Insect Platynus assimilis|Ecotoxicology26(7): 902-913|2017|Tooming,E., E. Merivee, A. Must, M.I. Merivee, I. Sibul, K. Nurme, and I.H. Williams (2017). Behavioural Effects of the Neonicotinoid Insecticide Thiamethoxam on the Predatory Insect Platynus assimilis. Ecotoxicology, 26, (7), 902-913. doi:10.1007/s10646-017-1820-5. ECOREF#:183705|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Platynus assimilis|Ground Beetle|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Food|Filter paper|Lab|7|Formulation||1.1||NR||NR|ng/g bdwt|||||||||||||||||Behavior|Distance moved, change in direct movement|LOEL||1.1||NR||NR|||ng/g bdwt|Not reported||2||NR||NR|Day(s)|Tooming,E., E. Merivee, A. Must, M.I. Merivee, I. Sibul, K. Nurme, and I.H. Williams|183705|Behavioural Effects of the Neonicotinoid Insecticide Thiamethoxam on the Predatory Insect Platynus assimilis|Ecotoxicology26(7): 902-913|2017|Tooming,E., E. Merivee, A. Must, M.I. Merivee, I. Sibul, K. Nurme, and I.H. Williams (2017). Behavioural Effects of the Neonicotinoid Insecticide Thiamethoxam on the Predatory Insect Platynus assimilis. Ecotoxicology, 26, (7), 902-913. doi:10.1007/s10646-017-1820-5. ECOREF#:183705|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Podisus nigrispinus|Brazilian Spined Soldier Bug|Insects/Spiders|Adult||NR||5||10|Day(s)|Environmental, unspecified|No substrate|Lab|3|Formulation||100||NR||NR|g/ha|||||||||||||||||Mortality|Survival|LOEL||100||NR||NR|||g/ha|Not reported||2||NR||NR|Day(s)|Barros,E.M., C.S.A. Da Silva-Torres, J.B. Torres, and G.G. Rolim|183831|Short-Term Toxicity of Insecticides Residues to Key Predators and Parasitoids for Pest Management in Cotton|Phytoparasitica46(3): 391-404|2018|Barros,E.M., C.S.A. Da Silva-Torres, J.B. Torres, and G.G. Rolim (2018). Short-Term Toxicity of Insecticides Residues to Key Predators and Parasitoids for Pest Management in Cotton. Phytoparasitica, 46, (3), 391-404. doi:10.1007/s12600-018-0672-8. ECOREF#:183831|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||NR||NR||NR|Podisus nigrispinus|Brazilian Spined Soldier Bug|Insects/Spiders|Adult||NR||5||7|Day(s)|Environmental, unspecified|Litter|Lab|2|Active ingredient||200/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Survival|LOEL||200/||NR/||NR/|||AI g/ha|Not reported||2||NR||NR|Day(s)|Machado,A.V.A., D.M. Potin, J.B. Torres, and C.S.A.S. Torres|183526|Selective Insecticides Secure Natural Enemies Action in Cotton Pest Management|Ecotoxicol. Environ. Saf.184:109669-109669|2019|Machado,A.V.A., D.M. Potin, J.B. Torres, and C.S.A.S. Torres (2019). Selective Insecticides Secure Natural Enemies Action in Cotton Pest Management. Ecotoxicol. Environ. Saf., 184, 109669-109669. doi:10.1016/j.ecoenv.2019.109669. ECOREF#:183526|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Podisus nigrispinus|Brazilian Spined Soldier Bug|Insects/Spiders|Adult||NR||5||10|Day(s)|Environmental, unspecified|No substrate|Lab|3|Formulation||100||NR||NR|g/ha|||||||||||||||||Mortality|Mortality|NR-LETH||100||NR||NR|||g/ha|Not reported||2||NR||NR|Day(s)|Barros,E.M., C.S.A. Da Silva-Torres, J.B. Torres, and G.G. Rolim|183831|Short-Term Toxicity of Insecticides Residues to Key Predators and Parasitoids for Pest Management in Cotton|Phytoparasitica46(3): 391-404|2018|Barros,E.M., C.S.A. Da Silva-Torres, J.B. Torres, and G.G. Rolim (2018). Short-Term Toxicity of Insecticides Residues to Key Predators and Parasitoids for Pest Management in Cotton. Phytoparasitica, 46, (3), 391-404. doi:10.1007/s12600-018-0672-8. ECOREF#:183831|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Technical grade, technical product, technical formulation|Measured||98.5||NR||NR|Propylaea japonica|Ladybird Beetle|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|Natural soil|Field natural|5|Active ingredient||NR|>|0|<|1.5|mg/kg|||||||||||||||||Population|Abundance|LOEL||NR|>|0|<|1.5|||mg/kg|Not reported||20||NR||NR|Day(s)|Jiang,J.G., Z.Q. Zhang, J. Lin, F. Liu, and W. Mu|183811|The Minimally Effective Dosages of Nitenpyram and Thiamethoxam Seed Treatments Against Aphids (Aphis gossypii Glover) and Their Potential Exposure Risks to Honeybees (Apis mellifera)|Sci. Total Environ.666:68-78|2019|Jiang,J.G., Z.Q. Zhang, J. Lin, F. Liu, and W. Mu (2019). The Minimally Effective Dosages of Nitenpyram and Thiamethoxam Seed Treatments Against Aphids (Aphis gossypii Glover) and Their Potential Exposure Risks to Honeybees (Apis mellifera). Sci. Total Environ., 666, 68-78. doi:10.1016/j.scitotenv.2019.02.156. ECOREF#:183811|
