"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/05/2024","AQS","371830021","3","10.1","ug/m3 LC","53","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/06/2024","AQS","371830021","3","8.4","ug/m3 LC","47","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/07/2024","AQS","371830021","3","7.1","ug/m3 LC","39","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/08/2024","AQS","371830021","3","6.5","ug/m3 LC","36","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/09/2024","AQS","371830021","3","8.5","ug/m3 LC","47","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/10/2024","AQS","371830021","3","4.8","ug/m3 LC","27","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/11/2024","AQS","371830021","3","7.1","ug/m3 LC","39","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/12/2024","AQS","371830021","3","9.7","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/13/2024","AQS","371830021","3","9.6","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/14/2024","AQS","371830021","3","13.4","ug/m3 LC","59","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/15/2024","AQS","371830021","3","9.1","ug/m3 LC","51","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/16/2024","AQS","371830021","3","8.7","ug/m3 LC","48","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/17/2024","AQS","371830021","3","10.8","ug/m3 LC","54","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/18/2024","AQS","371830021","3","7.4","ug/m3 LC","41","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/19/2024","AQS","371830021","3","7.5","ug/m3 LC","42","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/20/2024","AQS","371830021","3","8","ug/m3 LC","44","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/21/2024","AQS","371830021","3","7.7","ug/m3 LC","43","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/22/2024","AQS","371830021","3","6.2","ug/m3 LC","34","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/23/2024","AQS","371830021","3","7.1","ug/m3 LC","39","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/24/2024","AQS","371830021","3","8.1","ug/m3 LC","45","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/25/2024","AQS","371830021","3","9","ug/m3 LC","50","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/26/2024","AQS","371830021","3","12.2","ug/m3 LC","57","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/27/2024","AQS","371830021","3","10.2","ug/m3 LC","53","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/28/2024","AQS","371830021","3","9.7","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/29/2024","AQS","371830021","3","10.7","ug/m3 LC","54","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"06/30/2024","AQS","371830021","3","7.8","ug/m3 LC","43","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/01/2024","AQS","371830021","3","5","ug/m3 LC","28","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/02/2024","AQS","371830021","3","5.3","ug/m3 LC","29","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/03/2024","AQS","371830021","3","9.2","ug/m3 LC","51","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/04/2024","AQS","371830021","3","10.9","ug/m3 LC","54","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/05/2024","AQS","371830021","3","13.7","ug/m3 LC","60","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/06/2024","AQS","371830021","3","9.3","ug/m3 LC","51","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/07/2024","AQS","371830021","3","9.5","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/08/2024","AQS","371830021","3","8","ug/m3 LC","44","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/09/2024","AQS","371830021","3","8.6","ug/m3 LC","48","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/10/2024","AQS","371830021","3","11.7","ug/m3 LC","56","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/11/2024","AQS","371830021","3","6.2","ug/m3 LC","34","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/12/2024","AQS","371830021","3","5.3","ug/m3 LC","29","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/13/2024","AQS","371830021","3","5.2","ug/m3 LC","29","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/14/2024","AQS","371830021","3","11.2","ug/m3 LC","55","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/15/2024","AQS","371830021","3","15.8","ug/m3 LC","63","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/16/2024","AQS","371830021","3","16.2","ug/m3 LC","64","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/17/2024","AQS","371830021","3","12.3","ug/m3 LC","57","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/18/2024","AQS","371830021","3","9.4","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/19/2024","AQS","371830021","3","8.7","ug/m3 LC","48","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/20/2024","AQS","371830021","3","5.4","ug/m3 LC","30","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/21/2024","AQS","371830021","3","6.2","ug/m3 LC","34","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/22/2024","AQS","371830021","3","5.2","ug/m3 LC","29","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/23/2024","AQS","371830021","3","7.4","ug/m3 LC","41","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/24/2024","AQS","371830021","3","5.5","ug/m3 LC","31","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/25/2024","AQS","371830021","3","4.9","ug/m3 LC","27","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/26/2024","AQS","371830021","3","8.4","ug/m3 LC","47","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/27/2024","AQS","371830021","3","9.7","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/28/2024","AQS","371830021","3","9.7","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/29/2024","AQS","371830021","3","11.1","ug/m3 LC","55","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/30/2024","AQS","371830021","3","12.4","ug/m3 LC","57","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"07/31/2024","AQS","371830021","3","8.9","ug/m3 LC","49","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/01/2024","AQS","371830021","3","11.1","ug/m3 LC","55","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/02/2024","AQS","371830021","3","12","ug/m3 LC","56","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/03/2024","AQS","371830021","3","12.5","ug/m3 LC","57","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/04/2024","AQS","371830021","3","8.3","ug/m3 LC","46","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/05/2024","AQS","371830021","3","6.8","ug/m3 LC","38","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/06/2024","AQS","371830021","3","4.1","ug/m3 LC","23","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/07/2024","AQS","371830021","3","4.1","ug/m3 LC","23","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/08/2024","AQS","371830021","3","4","ug/m3 LC","22","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/09/2024","AQS","371830021","3","4.3","ug/m3 LC","24","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/10/2024","AQS","371830021","3","9.5","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/11/2024","AQS","371830021","3","9.6","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/12/2024","AQS","371830021","3","11.1","ug/m3 LC","55","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/13/2024","AQS","371830021","3","12","ug/m3 LC","56","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/14/2024","AQS","371830021","3","8.6","ug/m3 LC","48","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/15/2024","AQS","371830021","3","9.8","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/16/2024","AQS","371830021","3","12.6","ug/m3 LC","58","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/17/2024","AQS","371830021","3","15.1","ug/m3 LC","62","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/18/2024","AQS","371830021","3","9.5","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/19/2024","AQS","371830021","3","5.3","ug/m3 LC","29","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/20/2024","AQS","371830021","3","5.1","ug/m3 LC","28","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/21/2024","AQS","371830021","3","4.9","ug/m3 LC","27","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/22/2024","AQS","371830021","3","6.9","ug/m3 LC","38","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/23/2024","AQS","371830021","3","8","ug/m3 LC","44","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/24/2024","AQS","371830021","3","7.4","ug/m3 LC","41","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/25/2024","AQS","371830021","3","10","ug/m3 LC","53","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/26/2024","AQS","371830021","3","13.4","ug/m3 LC","59","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/27/2024","AQS","371830021","3","21.2","ug/m3 LC","74","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/28/2024","AQS","371830021","3","21","ug/m3 LC","73","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/29/2024","AQS","371830021","3","17.2","ug/m3 LC","66","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/30/2024","AQS","371830021","3","12.1","ug/m3 LC","57","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"08/31/2024","AQS","371830021","3","11.2","ug/m3 LC","55","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/01/2024","AQS","371830021","3","8.8","ug/m3 LC","49","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/02/2024","AQS","371830021","3","7","ug/m3 LC","39","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/03/2024","AQS","371830021","3","3.2","ug/m3 LC","18","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/04/2024","AQS","371830021","3","5","ug/m3 LC","28","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/05/2024","AQS","371830021","3","4.6","ug/m3 LC","26","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/06/2024","AQS","371830021","3","5.2","ug/m3 LC","29","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/07/2024","AQS","371830021","3","7.2","ug/m3 LC","40","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/08/2024","AQS","371830021","3","3.2","ug/m3 LC","18","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/09/2024","AQS","371830021","3","6.6","ug/m3 LC","37","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/10/2024","AQS","371830021","3","8.2","ug/m3 LC","46","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
"09/11/2024","AQS","371830021","3","9.4","ug/m3 LC","52","Triple Oak","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","39580","Raleigh, NC","37","North Carolina","183","Wake","35.8652","-78.8197"
